topic_id,topic_weight,Year,DOI,Title
0,0.03090760922993092,2026,10.1109/MIOT.2025.3645155,"Large Language Model-Empowered Wireless Networks: Fundamentals, Architecture, and Challenges"
6,0.026180925684293373,2026,10.1109/ICCE67443.2026.11449791,LLM-Based Bitrate Selection Method for CMR-Supported Audio Codec
13,0.05103597668229618,2026,10.3390/a19020110,A Slide Annotation System with Multimodal Analysis for Video Presentation Review
6,0.11231807043438345,2026,10.1109/VRW70859.2026.00108,Conducting Questionnaire Interviews in Virtual Reality Using an Intelligent Virtual Agent
7,0.02598310176533698,2026,10.1201/9781003773504-13,Automation of Android-based actions using large action models
8,0.07018298963216081,2026,10.1177/14673584261418145,Unlocking trust: How UX builds trust and engagement in online travel agencies
0,0.026204607356228957,2026,10.1007/978-3-032-12798-3_23,Designing User-Centered Multimodal Output Strategies for Driver-AI Assistant Interaction
6,0.07521841872122076,2026,10.1007/978-3-032-14495-9_36,“Are We Going to Crash?”: The Effect of an AI Presence in User Experience During a VR Flight
3,0.030485335898245102,2026,10.1007/978-981-96-7140-3_30,Sensei: Generative AI Based YouTube Study Assistant
1,0.06795314698801216,2026,10.1007/978-981-95-4017-4_45,Listening AI Chatbots: A Historical Analysis and Vision for the Future
0,0.025148481205600166,2026,10.1109/HPCA68181.2026.11408493,PASCAL: A Phase-Aware Scheduling Algorithm for Serving Reasoning-based Large Language Models
8,0.08287159103462945,2026,,"12th International Conference on Behavioural and Social Computing, BESC 2025"
8,0.03126946843847471,2026,10.1145/3772318.3790654,AI-exhibited Personality Traits Can Shape Human Self-concept through Conversations
13,0.03727276423583581,2026,10.1007/s00146-026-02973-3,Expert inputs on prompt completions: enhancing user experience in large language model-mediated academic tasks
0,0.025130341727506535,2026,10.1109/ICPEGE67691.2026.11451334,Development of a Human-Computer Interaction System and Machine Learning-based User Satisfaction Prediction
10,0.08515923225279906,2026,10.1200/CCI-25-00244,Simulation-Based Evaluation of a Large Language Model–Enabled Clinical Decision Support Platform in Oncology
5,0.20716326029992713,2026,10.1007/978-981-95-2379-5_31,Rethinking the Evaluation of Non-stationary Dueling Bandits for Human-Robot Interaction
3,0.19300691918021917,2026,10.1109/ICACS69208.2026.11433143,CUIConnect: Bridging Students and University Through Smart AI Conversations
8,0.01971672568121775,2026,10.1145/3742413.3789120,Neural Transparency: Mechanistic Interpretability Interfaces for Anticipating Model Behaviors for Personalized AI
5,0.32579616163772185,2026,10.3390/s26061958,A Multimodal Agentic AI Framework for Intuitive Human–Robot Collaboration
13,0.20190446834945877,2026,10.1007/978-3-032-12801-0_11,ChatGPT Usability. An Exploratory Study in Higher Education
13,0.027686933418869512,2026,10.1016/j.techsoc.2025.103080,How would prompt completion editing impact user experience scores in academic research with large language models?
3,0.14832749102473675,2026,10.24507/icicelb.17.03.321,BISA: A DEVELOPMENT OF AI-BASED EDUCATIONAL CHATBOT FOR ONLINE STUDENTS
4,0.031367889739442614,2026,10.1016/j.langsci.2026.101835,Large language confusion: large language models in our cognition and environment
4,0.14613644005293883,2026,10.11591/ijai.v15.i1.pp237-246,Real-time intelligent virtual assistant based on retrieval augmented generation
6,0.0802234643184024,2026,10.1109/ICMSCI67830.2026.11469688,"AVATAR-MUSE: An Automated, Avatar-Based Chatbot System for Museum Ticket Booking"
0,0.02982083713847343,2026,10.1609/aaai.v40i43.40946,Experiential Fairness: Bridging the Gap Between User Experience and Resource-Centric Fairness in Online LLM Services
8,0.06261936786102426,2026,10.15187/adr.2026.02.39.1.335,The Impact of AI Chatbot Anthropomorphism on User Experience: A Systematic Literature Review on Psychological Pathways and Contextual Conditions; [AI 챗봇 의인화가 사용자 경험에 미치는 영향: 심리적 경로와 맥락적 조건에 대한 체계적 문헌 고찰]
12,0.07655304195821387,2026,10.1016/j.aei.2026.104715,"Everyone is a product manager: MAUX, a multi-agent framework for democratized user experience design"
11,0.07666540746824568,2026,10.1007/978-981-95-3459-3_20,Sentiment Analysis of Travel Reviews in Kyoto Using LLMs
6,0.14005929428245129,2026,10.1145/3788731.3788737,"Embodied Experiences Reshape Tourist Perceptions: A Computational Analysis of VR, AR, and AI in Heritage Tourism"
13,0.03526473208789159,2026,10.3390/app16021093,A Reinforcement Learning Approach for Automated Crawling and Testing of Android Apps
11,0.12231197690251694,2026,10.30191/ETS.202604_29(2).RP04,Unlocking the potential of Socratic tutoring powered by large language model: A pilot study
0,0.03246320476929089,2026,10.32604/cmc.2025.071994,CIT-Rec: Enhancing Sequential Recommendation System with Large Language Models
8,0.14222135965370367,2026,10.1111/ijcs.70173,Artificial Intelligence and Consumer Behaviour in Social Media: Systematic Literature Review and Future Research Agenda
2,0.10446239269435295,2026,10.1038/s41598-026-43762-8,Analyzing the digital customer journey: a novel framework for sequential behavior modeling
3,0.07053432593274363,2026,10.1007/978-3-032-12764-8_15,Digital Transformation of Tea Culture Popularization: A Research Design Based on AIGC and Interactive Experiences
12,0.10976860953691811,2026,10.1016/j.dss.2025.114599,Beyond popularity bias in e-commerce: Aligning collaborative knowledge with large language models via causal intervention for robust recommendations
1,0.08001688747917304,2026,10.1609/aaai.v40i3.37211,Ψ-Arena: Interactive Assessment and Optimization of LLM-based Psychological Counselors with Tripartite Feedback
2,0.11656445531817998,2026,10.3390/info17020115,"Balancing Personalization, Privacy, and Value: A Systematic Literature Review of AI-Enabled Customer Experience Management"
10,0.11756464401785739,2026,10.1109/ICMSCI67830.2026.11469656,Transforming Healthcare and Human-Computer Interaction Through Conversational AI
0,0.02126277475418974,2026,10.1080/12460125.2026.2655311,Rethinking UX in the age of AI: DARPA’s Heilmeier Catechism at the interface1
7,0.044871029443676526,2026,10.3390/make8020028,Assessing Interaction Quality in Human–AI Dialogue: An Integrative Review and Multi-Layer Framework for Conversational Agents
7,0.06788520945312036,2026,10.3390/electronics15091936,H2-MAS: A Hybrid Heuristic-Multi-Agent Architecture for Semantic Bot Detection
10,0.11519816185089385,2026,10.3233/SHTI260054,Value in App Store Data and User Reviews: Quality Assessment of Parkinson's and Alzheimer's Disease Apps
3,0.058639156766153715,2026,10.1109/JIOT.2025.3631562,LLM-Assisted Security Vulnerability Analysis for Educational Websites: Risk Identification via LLM-EduAttackGraph
4,0.12880978565983828,2026,10.1007/978-3-032-15147-6_31,Enhancing Tourism Experiences in Morocco: LLM-A Comparative Study of Fine-Tuning and Retrieval Augmented Generation with Llama-3
3,0.12223770098548192,2026,10.1007/978-3-032-17557-1_1,Generative AI in Design Education: Pedagogical Uses and Critical Thinking
1,0.06481919475404065,2026,10.1007/978-3-032-17272-3_40,Trust in Chatbot-Generated Health Information: A User Perspective
0,0.03269406430047315,2026,10.1080/13467581.2025.2585659,Preference assessment of generative AI image tools for architectural design generation using MS-TORO framework
0,0.02761106993676266,2026,10.11896/jsjkx.250900173,Optimization of Service Level Objectives and System Level Metrics in Large Language Model Serving System; [大语言模型服务系统服务级目标和系统级指标优化]
10,0.0808345752331386,2026,10.1080/17538157.2025.2607618,Research trends in hospital information systems in Korea: a topic modeling analysis
0,0.04220647094762793,2026,10.1002/9781394336166.ch23,Evolutionary Interfaces: Unleashing Creativity in UI Design with Generative AI
3,0.1468174520638449,2026,10.1007/s11423-025-10579-7,Roles and impacts of generative AI agents in STEAM learning: insights from students’ perceptions and learning experiences using information world mapping
3,0.15134985045377006,2026,10.1007/978-981-95-4076-1_21,Sofia: The Conversational Bot @ UniNa
10,0.04438860509368345,2026,10.1007/s00278-026-00842-4,Ambient artificial intelligence scribes in psychotherapy documentation: Qualitative study on psychotherapists’ user experiences; [KI-Dokumentation in der Psychotherapie: Qualitative Studie zu Nutzungserfahrungen von Psychotherapeut:innen]
7,0.11556938564609685,2026,10.1145/3770854.3785688,Exploring Recommender System Evaluation: A Multi-Modal LLM Agent Framework for A/B Testing
0,0.03776012122041684,2026,10.1145/3772318.3791726,Who Controls the Conversation? User Perspectives on Generative AI (LLM) System Prompts
12,0.05035010950121988,2026,10.1201/9781779640499-21,Consumer Behavior Analysis with ChatGPT: Unveiling Hidden Patterns and Trends
0,0.037939238800107355,2026,10.1049/itr2.70154,PC-LLMRec: Large Language Model for Personalized Interaction Recommendations in Intelligent Cockpit
9,0.2147968933131028,2026,10.1371/journal.pone.0341307,Knowledge graph-based intelligent data management and information innovation service model for university library systems
8,0.0319440896017187,2026,10.1145/3766891,Skeptik: A Hybrid Framework for Combating Potential Misinformation in Journalism
4,0.0895207225765072,2026,10.1145/3786304.3787874,"Not All Transparency Is Equal: Source Presentation Effects on Attention, Interaction, and Persuasion in Conversational Search"
7,0.16679511847554532,2026,10.1145/3742413.3789107,ChoiceMates: Supporting Unfamiliar Online Decision-Making with Multi-Agent Conversational Interactions
2,0.0720049161355418,2026,10.1002/jtr.70285,Humanizing AI: How Anthropomorphic Chatbots Drive Customer Engagement in Online Travel Agencies
12,0.04973720836050949,2026,10.1016/j.aei.2026.104674,Knowledge and data co-driven Bayesian network for personalized user experience evaluation of smart product service system
2,0.10386193370287362,2026,10.1201/9781003611646-5,Leveraging Natural Language Processing (NLP) in Financial Customer Service: Enhancing User Experience
0,0.04050952006087021,2026,10.1145/3767295.3803600,No More Translation at Runtime: LLM-Empowered Static Binary Translation
0,0.0352875647102594,2026,10.1007/978-981-95-0269-1_63,"Harmonize: Pioneering the Music Industry’s Evolution with Block-Chain, LLMs and Emerging Technologies"
6,0.14080149242868398,2026,10.3390/app16073270,Immersion Matters: User Experience in Educational Virtual Tours Based on 360° Images and 3D Models
12,0.05721666564839433,2026,10.1016/j.tele.2026.102395,How much potential do on-device systems hold in the large language model service market? Focusing on providing sustainable business models
6,0.0766097258618581,2026,10.1145/3742413.3789142,Canvas3D: Empowering Precise Spatial Control for Image Generation with Constraints from a 3D Virtual Canvas
7,0.08215309863924819,2026,10.1145/3772318.3790800,Prototyping Multimodal GenAI Real-Time Agents with Counterfactual Replays and Hybrid Wizard-of-Oz
2,0.19687588032171008,2026,10.1016/j.ipm.2025.104496,Uncovering the role of reviewer heterogeneity in customer needs identification and customer satisfaction improvement: A perspective from target customers
0,0.013013902376299,2026,10.1016/j.patrec.2025.11.042,"Function-based labels for complementary recommendation: Definition, annotation, and LLM-as-a-Judge"
1,0.04867143344168673,2026,10.1145/3772363.3798547,Does How We Talk About LLMs Matter? Effects of Mentalistic and Mechanistic Language on User Perceptions
4,0.06134841443661977,2026,10.1007/978-3-032-07837-7_26,Enhancing Real-Time Financial Advisory Using Retrieval-Augmented Generation (RAG) and Intelligent Agents
8,0.03409952735716905,2026,10.1007/s10209-025-01266-8,What if conversational agents’ answers appear correct but are judgmental? Piloting the potential effect on people’s experience
10,0.06864368787417041,2026,10.1177/01939459251408267,Exploring Pregnant Women’s Experiences With Mobile Chatbot-Based Antenatal Education: A Qualitative Descriptive Study
8,0.040323194908638484,2026,10.1007/s12144-025-08622-0,How source disclosure shapes user perceptions of ChatGPT-generated content
4,0.11290198922545218,2026,10.1007/978-981-96-7499-2_21,RAG-Based Chatbots for Document Query—A Comprehensive Review
0,0.021710060405026543,2026,10.1007/s10111-026-00874-5,User-centered design and disruptive technology for human-system partnership
11,0.19475260660652632,2026,10.1109/ICMLAS67792.2026.11483879,Context-Aware Emotional Support Platform
4,0.05448381262543922,2026,10.1007/978-3-032-10895-1_16,EchoFill: Deep Learning-Based Assistant for Automated and Context-Aware Form Completion
8,0.0570252362344592,2026,10.31893/multiscience.2026055,Analysis on ChatGPT user acceptance as a daily assistance AI tool in Melaka
12,0.09948316442732559,2026,10.1201/9781003540298-4,A Review: How to Employ Generative AI to Build Informative Recommendation System
13,0.06285126703670961,2026,10.1007/978-3-032-08366-1_25,"Toward an Integrated Architecture for Personalized Learning: Combining Generative AI, Gamification, and UX"
7,0.037236464530295235,2026,10.1016/j.ipm.2026.104817,An All-in-One Quality Assessment Agent for 4D digital human: Bridging talking heads and animated human
6,0.027767143080728005,2026,10.1145/3731459.3779341,Urashima Tarō Mirror: An Interactive Portrait of the Fictional Self in Time
5,0.3421952562115853,2026,10.1145/3765766.3765777,"One Robot, Many Minds: Factors Shaping Visitors' Evaluation of an Autonomous Museum Robot Guide"
2,0.06291176227260738,2026,10.1002/tie.70099,Unveiling the Influence of Gen-AI Marketing on Customer Experience Through User-Generated Content Analysis
0,0.034439573408443946,2026,10.1109/TMC.2026.3668214,Intelligent Mobile AI-Generated Content Services via Interactive Prompt Engineering and Dynamic Service Provisioning
11,0.05766016918270957,2026,10.1109/ICAUC68182.2026.11441221,An Edge-based Multimodal Human-Computer Interaction System for Touchless Control using Gesture and Voice
5,0.15470839553052393,2026,10.1007/978-981-95-2382-5_40,SRWToolkit: An Open Source Wizard of Oz Toolkit to Create Social Robotic Avatars
6,0.16071995039021053,2026,10.1186/s40537-026-01418-4,Investigating the role of conversational agents in augmented cultural heritage tours
7,0.05423741115177335,2026,10.1145/3772318.3790326,RPGAgent: Driving Coherent Story-to-Play Generation with an LLM-Based Multi-Agent System
7,0.10688716454896252,2026,10.1080/10447318.2026.2639667,From Inquiry to Interaction: Evaluating Interaction Styles of AI-Based Conversational Agents
8,0.1601402254396019,2026,10.1109/ICCCES62661.2026.11436900,ConnectX: AI-Powered Social Networking with Dynamic Content Curation
0,0.04827730584595821,2026,10.1109/ACCESS.2026.3687193,Web Application Performance Engineering Using Gemini AI
13,0.16439958889948683,2026,10.3390/app16020723,Hybrid Usability Evaluation of an Automotive REM Tool: Human and LLM-Based Heuristic Assessment of IBM Doors Next
8,0.03916572792167684,2026,10.1080/10447318.2026.2629001,From Framework to Nodes: Investigating Semantic Interaction in Generative AI Dialogue Flows
6,0.1456118355053255,2026,10.1145/3772363.3799139,Fragrance Journey: Integrating Virtual Reality and Electroencephalography Signals for Perfume Customization
11,0.14847673756871918,2026,10.1016/j.actpsy.2026.106268,Comparison of VADER and TextBlob labeling for sentiment analysis using machine learning and deep learning models: A study on generative AI user experience
10,0.10365277873245045,2026,10.1007/978-3-032-16992-1_3,A Post-quantum Secure Messaging Application for mHealth Systems
0,0.04928744402581814,2026,10.1016/j.destud.2026.101403,Understanding the interaction between human and LLMs-based AI in creative tasks: Insights from UX professionals’ collaboration and communication with ChatGPT
4,0.16895813127729886,2026,10.1007/978-3-032-21324-2_19,Workshop on Conversational Search for Complex Information Needs
0,0.027970801057864758,2026,10.1145/3772318.3791191,Sensing What Surveys Miss: Understanding and Personalizing Proactive LLM Support by User Modeling
3,0.0896244033182005,2026,10.18178/ijiet.2026.16.3.2535,"Trust, Usefulness, and Satisfaction in ChatGPT Adoption: An ELM–TAM Study among University Students"
7,0.07596010268205326,2026,10.1016/j.jss.2026.112915,Benchmarking contextual understanding for in-car conversational systems
1,0.052533485797530234,2026,10.1145/3772363.3798485,When Trust Splits the Room: Comparing User Trust and Experiences with Human and LLM Counselors
4,0.10074597319414404,2026,10.1109/ICVADV67766.2026.11470367,Conversational Image Recognition System to Comprehend an Image
6,0.11596459070574819,2026,,"27th International Conference on Human-Computer Interaction, HCI International 2025"
4,0.07059127218759084,2026,10.1145/3774904.3792836,Unbiased Multimodal Reranking for Long-Tail Short-Video Search
6,0.15443220010451222,2026,10.3390/informatics13030042,"Voice, Text, or Embodied AI Avatar? Effects of Generative AI Interface Modalities in VR Museums"
12,0.21571745408271498,2026,10.1063/12.0043811,Optimizing User Experience in E-Commerce using AI
0,0.025657230990812022,2026,10.1061/JCCEE5.CPENG-7025,TailorAlert: Large Language Model-Based Personalized Alert Generation System for Road Infrastructure Management with Digital Twins
6,0.03942878522436995,2026,10.1145/3795926.3795962,Research on the Application of a Generative AI-Driven Kano-AHP Model in the Optimization of Interaction for Immersive Art Installations
0,0.030279287568712537,2026,10.1145/3784833.3784879,Industrial-Scale Data Processing and LLM Evaluation for Coal Mine Safety
11,0.14900032225830406,2026,10.1080/10447318.2026.2648803,Emotional Responses to AI Use: Development of the SAG-AI Scale for Shame and Guilt
0,0.034836970194885915,2026,10.1145/3742413.3789099,CoLyricist: Enhancing Lyric Writing with AI through Workflow-Aligned Support
5,0.2849868513449375,2026,10.1145/3742414.3795099,Exploring the Entertainment Potential of Personalised LLM-Based Serious Games with Humanoid Robots
3,0.05902474595386609,2026,10.1016/j.compcom.2025.102977,Wicked modes in UX: Pedagogical considerations for data détournement
13,0.048034489311014374,2026,10.1080/24751839.2026.2623688,An auditable no-code platform for building and evaluating hybrid conversational agents
10,0.1700844041464831,2026,10.3389/fdgth.2025.1653168,A GPT-reinforced social robot for patient communication: a pilot study
4,0.12766448054585824,2026,10.1145/3786304.3787892,Simulation of Interactive Information Retrieval: A Guided Tour
13,0.14235486331982616,2026,10.31584/jhsmr.20261302,Usability Assessment of Wowbot: A Chatbot Platform for Healthcare Applications
4,0.19238569920922047,2026,10.1145/3783669.3783745,Question Answering System Based on Retrieval-augmented Generation
0,0.03610900802951641,2026,10.1016/j.cosrev.2025.100818,Sequential recommender systems: A methodological taxonomy and research frontiers
10,0.05371715018417663,2026,10.2196/83188,Developing a Quality Evaluation Index System for Health Conversational Artificial Intelligence: Mixed Methods Study
6,0.1345836030944344,2026,,"9th International Conference on Computer-Human Interaction Research and Applications, CHIRA 2025"
6,0.035119230450340176,2026,10.1007/978-3-032-12408-1_9,Killer on Board: Addressing the Narrative Paradox by Utilizing LLM-Driven NPCs
10,0.11204269107516063,2026,10.3760/cma.j.cn114015-20250711-00368,Preliminary development and evaluation of a multi-modal agent for medication education in tuberculosis patients; [基于多模态结核病患者用药教育智能体的初步构建与评估]
0,0.0332415577612778,2026,10.1007/s10586-025-05923-8,Autonomous smart contract deployment through generative AI and Blockchain in smart urban mobility
0,0.02748906630054248,2026,10.1007/978-981-95-1353-6_41,Key Challenges to Develop Agentic News AI on Flutter
0,0.043015419385751597,2026,10.1016/j.ijhcs.2026.103743,A cross-domain study on the user experience of ChatGPT-based recommendations
2,0.09515620866759975,2026,10.1002/cb.70090,"The Impacts of the Information Cocoon Effect on Customer Emotional, Cognitive, and Behavioral Engagement in Short Video Marketing"
1,0.09186768084023848,2026,10.1145/3777577.3777705,Understanding the Technology Affordances of Emotional Healing Chatbots: Insights from User Reviews through BERTopic and Interpretable Machine Learning
0,0.043491432256486225,2026,10.1145/3742413.3789080,Enhancing Generative AI Image Refinement with Scribbles and Annotations: A Comparative Study of Multimodal Prompts
3,0.16403471792158741,2026,10.12795/pixelbit.119355,Students' Perceptions of Artificial Intelligence at the Upper Secondary Level Considering Data Science; [Percepción de los estudiantes sobre la inteligencia artificial en el nivel medio superior considerando la ciencia de datos]
11,0.04963599817206915,2026,10.1016/j.ijinfomgt.2025.102980,To be credible or to be creative? Understanding the mechanisms driving user satisfaction with AI-generated content from a dual fit perspective
5,0.16894406794071604,2026,10.1201/9781003646716,Intelligent User Interface: Usable Artificial Intelligence and Artificial Intelligence for Usability
3,0.04368222885506289,2026,10.1007/978-981-95-0140-3_22,Transformative Learning: Exploring Biblical Studies with AI-Powered Chatbot
2,0.10586302810844865,2026,10.1201/9781779640499-4,Unlocking Hotel Guest Feedback: Analyzing Hotel Guest Sentiment Using ChatGPT
11,0.13469446015333236,2026,10.3389/fdgth.2025.1680605,Adapting virtual agent interaction style with reinforcement learning to enhance affective engagement
0,0.039810969912729754,2026,10.1007/s10660-026-10116-5,Designing generative AI chatbots for decentralized finance: deriving insights from DeFAI
0,0.05131467990750682,2026,10.1016/j.inffus.2025.103919,"Generative recommender systems: A comprehensive survey on model, framework, and application"
11,0.10503903314829739,2026,10.1016/j.eswa.2025.131059,Evaluating over-empathizing in emotional support conversations: A user-centered framework
12,0.09564740968299508,2026,10.1145/3774904.3792799,TaoSR-AGRL: Adaptive Guided Reinforcement Learning Framework for E-commerce Search Relevance
0,0.036215927303022595,2026,10.17507/jltr.1701.35,The Role of AI in Collaborative Fiction: Case Studies of Human-AI Co-Creation
11,0.21768440088326532,2026,10.1145/3772363.3798643,Reading the Mood Behind Words: Integrating Prosody-Derived Emotional Context into Socially Responsive VR Agents
0,0.04294102250001364,2026,10.1145/3772363.3799070,Making SDV UX Designable: A Framework for Structuring Scenarios and LLM-Assisted Expansion
13,0.17468095710609693,2026,10.1145/3788149.3788233,Evaluating the Trustworthiness of AI Personas in Paired Usability Testing: A Mixed-Methods Study with Looma.ai
12,0.11250324730442142,2026,10.1007/978-981-95-4158-4_27,LLM-Based Keyphrase-Augmented Framework for Semantic Relevance Assessment in E-Commerce
4,0.17658258507191846,2026,10.1007/978-3-032-05117-2_22,AI-Based Chatbot with Recommender System for Interactive Support
0,0.03578855750122057,2026,10.1007/978-981-95-3540-8_30,Why Biting the Bait? Understanding Bait and Switch UI Dark Patterns in Mobile Apps
1,0.028364133667703417,2026,10.1007/978-3-032-16708-8_35,Exploring Large Language Models as Digital Health Coaches: A Role-Play Approach to Brief Action Planning
3,0.07136406071192945,2026,10.1007/978-3-032-05205-6,Advancing Higher Education with Human-Centric AI Partnerships: A Sustainable Guide for Integrating Generative AI
0,0.03622656625221899,2026,10.1145/3774904.3792817,ARADD: An Automatic Real-World API Discovery and Deployment Framework for AI Guide Service in Baidu Map
8,0.09404047063711926,2026,10.1080/12460125.2025.2599909,Scaling generative AI: key factors driving user growth and community
1,0.04523312767384394,2026,10.1007/s41347-026-00628-0,“An App That Truly Works for Us”: Co-Designing a Mobile Health Intervention to Support the Transition to Adulthood for the Latino Autism Community
6,0.053172150740364306,2026,10.1109/TVCG.2026.3679877,From Structure to Semantics: Hypergraph-Based AR Assembly Guidance with LLM-Mediated Narration
0,0.024025612882754174,2026,10.1080/10447318.2026.2630099,Exploring Personalized Explanation Methods in Fintech Decision-Making Chatbot Based on User Characteristics Using Large Language Model
1,0.10041228052015759,2026,10.1007/978-3-032-00777-3_4,Overview of Challenges Faced by Nigerians in Using Psychotherapy Apps Integrated with Artificial Intelligence Conversational Chatbots: Analysing User Reviews for Technological Advancement in Nigeria
4,0.08259688148942147,2026,10.1007/978-3-032-14107-1_21,Prompt-Augmented LLMs with RAG for Addressing Cold-Start and Sparsity in Online Recommender Systems
1,0.2524960896235279,2026,10.1371/journal.pone.0341631,User experience and safety of generative AI-based mental health chatbots: Scoping review protocol
1,0.06903147310267103,2026,10.1145/3772318.3791689,PolicyPad: Collaborative Prototyping of LLM Policies
4,0.13217394070846472,2026,10.1145/3786304.3787888,Can Instructed Retrieval Models Really Support Exploration?
3,0.07516565824682127,2026,10.1201/9781003753377-19,Human-AI interaction in language education: A comparative study of conversational chatbots
